基金代码,基金简称,基金类型,发行日期,成立日期/规模,净资产规模,份额规模,管理费率,托管费率,销售服务费率,最高认购费率,最高申购费率,最高赎回费率,基金管理人,基金经理人,跟踪标的
513300（主代码）,纳斯达克ETF华夏,指数型-海外股票,2020年10月14日,2020年10月22日 / 7.072亿份,105.26亿元（截止至：2026年03月31日）,51.4942亿份（截止至：2026年03月31日）,0.60%（每年）,0.20%（每年）,---（每年）,0.80%,---,---,华夏基金,赵宗庭,纳斯达克100指数
