日期,单位净值,日增长率
2024-07-12,1.3813,0.54
2024-07-15,1.3848,0.25
2024-07-16,1.3857,0.06
2024-07-17,1.345,-2.94
2024-07-18,1.3379,-0.53
2024-07-19,1.3259,-0.9
2024-07-22,1.3464,1.55
2024-07-23,1.3417,-0.35
2024-07-24,1.293,-3.63
2024-07-25,1.2782,-1.14
2024-07-26,1.2907,0.98
2024-07-29,1.2941,0.26
2024-07-30,1.2772,-1.31
2024-07-31,1.3153,2.98
2024-08-01,1.2828,-2.47
2024-08-02,1.2532,-2.31
2024-08-05,1.2157,-2.99
2024-08-06,1.2276,0.98
2024-08-07,1.2145,-1.07
2024-08-08,1.2529,3.16
2024-08-09,1.2595,0.53
2024-08-12,1.2617,0.17
2024-08-13,1.2936,2.53
2024-08-14,1.2935,-0.01
2024-08-15,1.3251,2.44
2024-08-16,1.3278,0.2
2024-08-19,1.3443,1.24
2024-08-20,1.3394,-0.36
2024-08-21,1.3462,0.51
2024-08-22,1.3222,-1.78
2024-08-23,1.3401,1.35
2024-08-26,1.3221,-1.34
2024-08-27,1.3285,0.48
2024-08-28,1.3123,-1.22
2024-08-29,1.3121,-0.02
2024-08-30,1.3258,1.04
2024-09-02,1.3239,-0.14
2024-09-03,1.2839,-3.02
2024-09-04,1.282,-0.15
2024-09-05,1.2798,-0.17
2024-09-06,1.2444,-2.77
2024-09-09,1.2618,1.4
2024-09-10,1.2757,1.1
2024-09-11,1.3042,2.23
2024-09-12,1.3174,1.01
2024-09-13,1.3201,0.2
2024-09-18,1.3056,-1.1
2024-09-19,1.3414,2.74
2024-09-20,1.3315,-0.74
2024-09-23,1.3333,0.14
2024-09-24,1.3391,0.44
2024-09-25,1.335,-0.31
2024-09-26,1.3474,0.93
2024-09-27,1.3354,-0.89
2024-09-30,1.3383,0.22
2024-10-08,1.354,1.17
2024-10-09,1.362,0.59
2024-10-10,1.3636,0.12
2024-10-11,1.3654,0.13
2024-10-14,1.3764,0.81
2024-10-15,1.3596,-1.22
2024-10-16,1.3678,0.6
2024-10-17,1.3695,0.12
2024-10-18,1.3795,0.73
2024-10-21,1.3762,-0.24
2024-10-22,1.3825,0.46
2024-10-23,1.3615,-1.52
2024-10-24,1.3734,0.87
2024-10-25,1.3777,0.31
2024-10-28,1.3817,0.29
2024-10-29,1.3947,0.94
2024-10-30,1.3857,-0.65
2024-10-31,1.3493,-2.63
2024-11-01,1.3568,0.56
2024-11-04,1.3535,-0.24
2024-11-05,1.3676,1.04
2024-11-06,1.4047,2.71
2024-11-07,1.4397,2.49
2024-11-08,1.4364,-0.23
2024-11-11,1.4427,0.44
2024-11-12,1.443,0.02
2024-11-13,1.4419,-0.08
2024-11-14,1.4318,-0.7
2024-11-15,1.3981,-2.35
2024-11-18,1.4062,0.58
2024-11-19,1.4162,0.71
2024-11-20,1.4156,-0.04
2024-11-21,1.4208,0.37
2024-11-22,1.4235,0.19
2024-11-25,1.4249,0.1
2024-11-26,1.4328,0.55
2024-11-27,1.422,-0.75
2024-11-28,1.4203,-0.12
2024-11-29,1.4327,0.87
2024-12-02,1.448,1.07
2024-12-03,1.4552,0.5
2024-12-04,1.4722,1.17
2024-12-05,1.4665,-0.39
2024-12-06,1.4795,0.89
2024-12-09,1.4676,-0.8
2024-12-10,1.4631,-0.31
2024-12-11,1.4891,1.78
2024-12-12,1.4791,-0.67
2024-12-13,1.4909,0.8
2024-12-16,1.5125,1.45
2024-12-17,1.506,-0.43
2024-12-18,1.4515,-3.62
2024-12-19,1.4452,-0.43
2024-12-20,1.4568,0.8
2024-12-23,1.4709,0.97
2024-12-24,1.4904,1.33
2024-12-25,1.4902,-0.01
2024-12-26,1.4887,-0.1
2024-12-27,1.4684,-1.36
2024-12-30,1.4494,-1.29
2024-12-31,1.4367,-0.88
2025-01-02,1.4341,-0.18
2025-01-03,1.4582,1.68
2025-01-06,1.474,1.08
2025-01-07,1.4476,-1.79
2025-01-08,1.4484,0.06
2025-01-09,1.4483,-0.01
2025-01-10,1.4256,-1.57
2025-01-13,1.4211,-0.32
2025-01-14,1.4191,-0.14
2025-01-15,1.4519,2.31
2025-01-16,1.4418,-0.7
2025-01-17,1.4659,1.67
2025-01-20,1.4657,-0.01
2025-01-21,1.4704,0.32
2025-01-22,1.4897,1.31
2025-01-23,1.4932,0.23
2025-01-24,1.4845,-0.58
2025-01-27,1.4402,-2.98
2025-02-05,1.4762,2.5
2025-02-06,1.484,0.53
2025-02-07,1.465,-1.28
2025-02-10,1.4833,1.25
2025-02-11,1.4792,-0.28
2025-02-12,1.4808,0.11
2025-02-13,1.5022,1.45
2025-02-14,1.5078,0.37
2025-02-17,1.5076,-0.01
2025-02-18,1.5109,0.22
2025-02-19,1.5118,0.06
2025-02-20,1.5048,-0.46
2025-02-21,1.4736,-2.07
2025-02-24,1.4562,-1.18
2025-02-25,1.4384,-1.22
2025-02-26,1.4416,0.22
2025-02-27,1.4021,-2.74
2025-02-28,1.4249,1.63
2025-03-03,1.3937,-2.19
2025-03-04,1.3886,-0.37
2025-03-05,1.4069,1.32
2025-03-06,1.3674,-2.81
2025-03-07,1.378,0.78
2025-03-10,1.326,-3.77
2025-03-11,1.3224,-0.27
2025-03-12,1.3365,1.07
2025-03-13,1.3119,-1.84
2025-03-14,1.3449,2.52
2025-03-17,1.3512,0.47
2025-03-18,1.3296,-1.6
2025-03-19,1.3462,1.25
2025-03-20,1.3434,-0.21
2025-03-21,1.3487,0.39
2025-03-24,1.3781,2.18
2025-03-25,1.3855,0.54
2025-03-26,1.3595,-1.88
2025-03-27,1.3515,-0.59
2025-03-28,1.3161,-2.62
2025-03-31,1.3164,0.02
2025-04-01,1.3271,0.81
2025-04-02,1.3374,0.78
2025-04-03,1.2668,-5.28
2025-04-07,1.1937,-5.77
2025-04-08,1.1714,-1.87
2025-04-09,1.3127,12.06
2025-04-10,1.2582,-4.15
2025-04-11,1.2819,1.88
2025-04-14,1.2895,0.59
2025-04-15,1.2915,0.16
2025-04-16,1.2529,-2.99
2025-04-17,1.2521,-0.06
2025-04-18,1.2518,-0.02
2025-04-21,1.2207,-2.48
2025-04-22,1.253,2.65
2025-04-23,1.2823,2.34
2025-04-24,1.3176,2.75
2025-04-25,1.3319,1.09
2025-04-28,1.3311,-0.06
2025-04-29,1.3388,0.58
2025-04-30,1.3404,0.12
2025-05-06,1.3553,1.11
2025-05-07,1.3605,0.38
2025-05-08,1.3751,1.07
2025-05-09,1.3754,0.02
2025-05-12,1.4302,3.98
2025-05-13,1.4512,1.47
2025-05-14,1.4588,0.52
2025-05-15,1.4603,0.1
2025-05-16,1.4663,0.41
2025-05-19,1.4672,0.06
2025-05-20,1.4621,-0.35
2025-05-21,1.4426,-1.33
2025-05-22,1.4441,0.1
2025-05-23,1.431,-0.91
2025-05-26,1.4292,-0.13
2025-05-27,1.4641,2.44
2025-05-28,1.4579,-0.42
2025-05-29,1.4612,0.23
2025-05-30,1.4586,-0.18
2025-06-03,1.4809,1.53
2025-06-04,1.4853,0.3
2025-06-05,1.473,-0.83
2025-06-06,1.4874,0.98
2025-06-09,1.4901,0.18
2025-06-10,1.4996,0.64
2025-06-11,1.4935,-0.41
2025-06-12,1.4968,0.22
2025-06-13,1.4769,-1.33
2025-06-16,1.4982,1.44
2025-06-17,1.4823,-1.06
2025-06-18,1.4827,0.03
2025-06-19,1.482,-0.05
2025-06-20,1.4751,-0.47
2025-06-23,1.491,1.08
2025-06-24,1.5126,1.45
2025-06-25,1.516,0.22
2025-06-26,1.5292,0.87
2025-06-27,1.5353,0.4
2025-06-30,1.5442,0.58
2025-07-01,1.5293,-0.96
2025-07-02,1.5408,0.75
2025-07-03,1.5557,0.97
2025-07-04,1.556,0.02
2025-07-07,1.5429,-0.84
2025-07-08,1.5446,0.11
2025-07-09,1.5557,0.72
2025-07-10,1.5527,-0.19
2025-07-11,1.5486,-0.26
2025-07-14,1.5539,0.34
2025-07-15,1.556,0.14
2025-07-16,1.5582,0.14
2025-07-17,1.5682,0.64
2025-07-18,1.5681,-0.01
2025-07-21,1.5765,0.54
2025-07-22,1.5671,-0.6
2025-07-23,1.5728,0.36
2025-07-24,1.576,0.2
2025-07-25,1.5803,0.27
2025-07-28,1.5871,0.43
2025-07-29,1.5848,-0.14
2025-07-30,1.5857,0.06
2025-07-31,1.5783,-0.47
2025-08-01,1.5475,-1.95
2025-08-04,1.5741,1.72
2025-08-05,1.5619,-0.78
2025-08-06,1.5829,1.34
2025-08-07,1.5865,0.23
2025-08-08,1.6024,1.0
2025-08-11,1.5973,-0.32
2025-08-12,1.6188,1.35
2025-08-13,1.6179,-0.06
2025-08-14,1.6164,-0.09
2025-08-15,1.6092,-0.45
2025-08-18,1.6081,-0.07
2025-08-19,1.5867,-1.33
2025-08-20,1.578,-0.55
2025-08-21,1.5688,-0.58
2025-08-22,1.5938,1.59
2025-08-25,1.5852,-0.54
2025-08-26,1.5925,0.46
2025-08-27,1.5935,0.06
2025-08-28,1.6017,0.51
2025-08-29,1.5816,-1.25
2025-09-01,1.5825,0.06
2025-09-02,1.5704,-0.76
2025-09-03,1.5831,0.81
2025-09-04,1.5967,0.86
2025-09-05,1.5984,0.11
2025-09-08,1.605,0.41
2025-09-09,1.6097,0.29
2025-09-10,1.6115,0.11
2025-09-11,1.6205,0.56
2025-09-12,1.6269,0.39
2025-09-15,1.6413,0.89
2025-09-16,1.6393,-0.12
2025-09-17,1.6356,-0.23
2025-09-18,1.6528,1.05
2025-09-19,1.6653,0.76
2025-09-22,1.674,0.52
2025-09-23,1.6606,-0.8
2025-09-24,1.6559,-0.28
2025-09-25,1.6497,-0.37
2025-09-26,1.6576,0.48
2025-09-29,1.6632,0.34
2025-09-30,1.667,0.23
2025-10-09,1.6964,1.76
2025-10-10,1.6359,-3.57
2025-10-13,1.6705,2.12
2025-10-14,1.6592,-0.68
2025-10-15,1.6698,0.64
2025-10-16,1.6631,-0.4
2025-10-17,1.6734,0.62
2025-10-20,1.6957,1.33
2025-10-21,1.6937,-0.12
2025-10-22,1.6775,-0.96
2025-10-23,1.6913,0.82
2025-10-24,1.7091,1.05
2025-10-27,1.7391,1.76
2025-10-28,1.7513,0.7
2025-10-29,1.7582,0.39
2025-10-30,1.7328,-1.44
2025-10-31,1.7416,0.51
2025-11-03,1.7489,0.42
2025-11-04,1.7132,-2.04
2025-11-05,1.7259,0.74
2025-11-06,1.692,-1.96
2025-11-07,1.6866,-0.32
2025-11-10,1.7243,2.24
2025-11-11,1.7193,-0.29
2025-11-12,1.7174,-0.11
2025-11-13,1.6829,-2.01
2025-11-14,1.6832,0.02
2025-11-17,1.6689,-0.85
2025-11-18,1.6499,-1.14
2025-11-19,1.6595,0.58
2025-11-20,1.6211,-2.31
2025-11-21,1.6329,0.73
2025-11-24,1.6749,2.57
2025-11-25,1.6841,0.55
2025-11-26,1.6981,0.83
2025-11-27,1.6977,-0.02
2025-11-28,1.7112,0.8
2025-12-01,1.7043,-0.4
2025-12-02,1.7194,0.89
2025-12-03,1.722,0.15
2025-12-04,1.7198,-0.13
2025-12-05,1.7277,0.46
2025-12-08,1.7238,-0.23
2025-12-09,1.7267,0.17
2025-12-10,1.7334,0.39
2025-12-11,1.7258,-0.44
2025-12-12,1.6918,-1.97
2025-12-15,1.6836,-0.48
2025-12-16,1.6866,0.18
2025-12-17,1.6535,-1.96
2025-12-18,1.6785,1.51
2025-12-19,1.6995,1.25
2025-12-22,1.7077,0.48
2025-12-23,1.715,0.43
2025-12-24,1.7184,0.2
2025-12-25,1.7166,-0.1
2025-12-26,1.7149,-0.1
2025-12-29,1.7063,-0.5
2025-12-30,1.7025,-0.22
2025-12-31,1.6869,-0.92
2026-01-05,1.6956,0.52
2026-01-06,1.7102,0.86
2026-01-07,1.7114,0.07
2026-01-08,1.7018,-0.56
2026-01-09,1.7174,0.92
2026-01-12,1.7183,0.05
2026-01-13,1.7151,-0.19
2026-01-14,1.6972,-1.04
2026-01-15,1.7013,0.24
2026-01-16,1.7003,-0.06
2026-01-19,1.6996,-0.04
2026-01-20,1.6625,-2.18
2026-01-21,1.6852,1.37
2026-01-22,1.698,0.76
2026-01-23,1.7017,0.22
2026-01-26,1.7069,0.31
2026-01-27,1.7222,0.9
2026-01-28,1.7254,0.19
2026-01-29,1.7165,-0.52
2026-01-30,1.6926,-1.39
2026-02-02,1.7051,0.74
2026-02-03,1.6768,-1.66
2026-02-04,1.6455,-1.87
2026-02-05,1.6237,-1.32
2026-02-06,1.6588,2.16
2026-02-09,1.67,0.68
2026-02-10,1.6593,-0.64
2026-02-11,1.6637,0.27
2026-02-12,1.6302,-2.01
2026-02-13,1.6319,0.1
2026-02-24,1.6484,1.01
2026-02-25,1.6695,1.28
2026-02-26,1.6479,-1.29
2026-02-27,1.6432,-0.29
2026-03-02,1.6454,0.13
2026-03-03,1.6242,-1.29
2026-03-04,1.6495,1.56
2026-03-05,1.6422,-0.44
2026-03-06,1.618,-1.47
2026-03-09,1.6422,1.5
2026-03-10,1.6375,-0.29
2026-03-11,1.6366,-0.05
2026-03-12,1.6094,-1.66
2026-03-13,1.6005,-0.55
2026-03-16,1.6196,1.19
2026-03-17,1.6256,0.37
2026-03-18,1.6012,-1.5
2026-03-19,1.598,-0.2
2026-03-20,1.5664,-1.98
2026-03-23,1.5885,1.41
2026-03-24,1.5742,-0.9
2026-03-25,1.5839,0.62
2026-03-26,1.5494,-2.18
2026-03-27,1.5213,-1.81
2026-03-30,1.5112,-0.66
2026-03-31,1.5621,3.37
2026-04-01,1.5768,0.94
2026-04-02,1.5755,-0.08
2026-04-03,1.5765,0.06
2026-04-07,1.5849,0.53
2026-04-08,1.6267,2.64
2026-04-09,1.6376,0.67
2026-04-10,1.6398,0.13
2026-04-13,1.6572,1.06
2026-04-14,1.6854,1.7
2026-04-15,1.7088,1.39
2026-04-16,1.7178,0.53
2026-04-17,1.7399,1.29
2026-04-20,1.7351,-0.28
2026-04-21,1.7266,-0.49
2026-04-22,1.7573,1.78
2026-04-23,1.7476,-0.55
2026-04-24,1.782,1.97
2026-04-27,1.7797,-0.13
2026-04-28,1.762,-0.99
2026-04-29,1.7727,0.61
2026-04-30,1.7905,1.0
2026-05-06,1.8634,4.07
2026-05-07,1.8592,-0.23
2026-05-08,1.9032,2.37
2026-05-11,1.9078,0.24
2026-05-12,1.8901,-0.93
2026-05-13,1.9099,1.05
2026-05-14,1.923,0.69
2026-05-15,1.894,-1.51
2026-05-18,1.8859,-0.43
2026-05-19,1.873,-0.68
2026-05-20,1.9046,1.69
2026-05-21,1.9073,0.14
2026-05-22,1.916,0.46
2026-05-25,1.9144,-0.08
2026-05-26,1.9473,1.72
2026-05-27,1.9455,-0.09
2026-05-28,1.9604,0.77
2026-05-29,1.9657,0.27
2026-06-01,1.977,0.57
2026-06-02,1.987,0.51
2026-06-03,1.9812,-0.29
2026-06-04,1.9715,-0.49
2026-06-05,1.8765,-4.82
2026-06-08,1.907,1.63
2026-06-09,1.8842,-1.2
2026-06-10,1.8466,-2.0
2026-06-11,1.9076,3.3
2026-06-12,1.9188,0.59
2026-06-15,1.9767,3.02
2026-06-16,1.9396,-1.88
2026-06-17,1.9199,-1.02
2026-06-18,1.9683,2.52
2026-06-22,1.9649,-0.17
2026-06-23,1.9008,-3.26
