日期,单位净值,日增长率
2021-03-24,1.0601,-1.46
2021-03-25,1.06,-0.01
2021-03-26,1.0779,1.69
2021-03-29,1.0784,0.05
2021-03-30,1.0751,-0.31
2021-03-31,1.0896,1.35
2021-04-01,1.1112,1.98
2021-04-02,1.1094,-0.16
2021-04-06,1.1279,1.67
2021-04-07,1.1301,0.2
2021-04-08,1.143,1.14
2021-04-09,1.1518,0.77
2021-04-12,1.1489,-0.25
2021-04-13,1.162,1.14
2021-04-14,1.145,-1.46
2021-04-15,1.1626,1.54
2021-04-16,1.1616,-0.09
2021-04-19,1.1481,-1.16
2021-04-20,1.1379,-0.89
2021-04-21,1.1484,0.92
2021-04-22,1.1326,-1.38
2021-04-23,1.1487,1.42
2021-04-26,1.1543,0.49
2021-04-27,1.1484,-0.51
2021-04-28,1.1439,-0.39
2021-04-29,1.1463,0.21
2021-04-30,1.1387,-0.66
2021-05-06,1.1184,-1.78
2021-05-07,1.125,0.59
2021-05-10,1.0899,-3.12
2021-05-11,1.089,-0.08
2021-05-12,1.0629,-2.4
2021-05-13,1.0736,1.01
2021-05-14,1.0934,1.84
2021-05-17,1.0881,-0.48
2021-05-18,1.0783,-0.9
2021-05-19,1.0808,0.23
2021-05-20,1.1022,1.98
2021-05-21,1.0955,-0.61
2021-05-24,1.1134,1.63
2021-05-25,1.1107,-0.24
2021-05-26,1.1123,0.14
2021-05-27,1.1059,-0.58
2021-05-28,1.1071,0.11
2021-05-31,1.1059,-0.11
2021-06-01,1.1047,-0.11
2021-06-02,1.1092,0.41
2021-06-03,1.0987,-0.95
2021-06-04,1.12,1.94
2021-06-07,1.1205,0.04
2021-06-08,1.1211,0.05
2021-06-09,1.1212,0.01
2021-06-10,1.1325,1.01
2021-06-11,1.1353,0.25
2021-06-15,1.1401,0.42
2021-06-16,1.1351,-0.44
2021-06-17,1.1551,1.76
2021-06-18,1.1481,-0.61
2021-06-21,1.1595,0.99
2021-06-22,1.1712,1.01
2021-06-23,1.1728,0.14
2021-06-24,1.1795,0.57
2021-06-25,1.1736,-0.5
2021-06-28,1.1892,1.33
2021-06-29,1.193,0.32
2021-06-30,1.192,-0.08
2021-07-01,1.193,0.08
2021-07-02,1.2109,1.5
2021-07-05,1.2061,-0.4
2021-07-06,1.2111,0.41
2021-07-07,1.2141,0.25
2021-07-08,1.2095,-0.38
2021-07-09,1.219,0.79
2021-07-12,1.2212,0.18
2021-07-13,1.219,-0.18
2021-07-14,1.2232,0.34
2021-07-15,1.2117,-0.94
2021-07-16,1.204,-0.64
2021-07-19,1.1955,-0.71
2021-07-20,1.2103,1.24
2021-07-21,1.2176,0.6
2021-07-22,1.2242,0.54
2021-07-23,1.2405,1.33
2021-07-26,1.2427,0.18
2021-07-27,1.2329,-0.79
2021-07-28,1.2375,0.37
2021-07-29,1.2327,-0.39
2021-07-30,1.2242,-0.69
2021-08-02,1.2251,0.07
2021-08-03,1.2338,0.71
2021-08-04,1.2347,0.07
2021-08-05,1.2431,0.68
2021-08-06,1.2379,-0.42
2021-08-09,1.2419,0.32
2021-08-10,1.2362,-0.46
2021-08-11,1.2349,-0.11
2021-08-12,1.2384,0.28
2021-08-13,1.2428,0.36
2021-08-16,1.2429,0.01
2021-08-17,1.2321,-0.87
2021-08-18,1.2202,-0.97
2021-08-19,1.2285,0.68
2021-08-20,1.2427,1.16
2021-08-23,1.2591,1.32
2021-08-24,1.2604,0.1
2021-08-25,1.2609,0.04
2021-08-26,1.2547,-0.49
2021-08-27,1.2665,0.94
2021-08-30,1.2785,0.95
2021-08-31,1.2753,-0.25
2021-09-01,1.2785,0.25
2021-09-02,1.2773,-0.09
2021-09-03,1.2809,0.28
2021-09-06,1.28,-0.07
2021-09-07,1.2826,0.2
2021-09-08,1.2788,-0.3
2021-09-09,1.2729,-0.46
2021-09-10,1.2599,-1.02
2021-09-13,1.2616,0.13
2021-09-14,1.2553,-0.5
2021-09-15,1.264,0.69
2021-09-16,1.2664,0.19
2021-09-17,1.2529,-1.07
2021-09-22,1.2429,-0.8
2021-09-23,1.2537,0.87
2021-09-24,1.2543,0.05
2021-09-27,1.2436,-0.85
2021-09-28,1.2073,-2.92
2021-09-29,1.208,0.06
2021-09-30,1.202,-0.5
2021-10-08,1.2099,0.66
2021-10-11,1.1989,-0.91
2021-10-12,1.1983,-0.05
2021-10-13,1.2057,0.62
2021-10-14,1.2264,1.72
2021-10-15,1.2326,0.51
2021-10-18,1.246,1.09
2021-10-19,1.2488,0.22
2021-10-20,1.2456,-0.26
2021-10-21,1.2548,0.74
2021-10-22,1.2424,-0.99
2021-10-25,1.2531,0.86
2021-10-26,1.2573,0.34
2021-10-27,1.2608,0.28
2021-10-28,1.2771,1.29
2021-10-29,1.2822,0.4
2021-11-01,1.289,0.53
2021-11-02,1.2938,0.37
2021-11-03,1.3076,1.07
2021-11-04,1.3232,1.19
2021-11-05,1.3254,0.17
2021-11-08,1.323,-0.18
2021-11-09,1.3132,-0.74
2021-11-10,1.2937,-1.48
2021-11-11,1.2996,0.46
2021-11-12,1.3109,0.87
2021-11-15,1.3078,-0.24
2021-11-16,1.3172,0.72
2021-11-17,1.3187,0.11
2021-11-18,1.331,0.93
2021-11-19,1.3395,0.64
2021-11-22,1.3237,-1.18
2021-11-23,1.3179,-0.44
2021-11-24,1.3237,0.44
2021-11-25,1.3233,-0.03
2021-11-26,1.2967,-2.01
2021-11-29,1.3253,2.21
2021-11-30,1.3015,-1.8
2021-12-01,1.2795,-1.69
2021-12-02,1.2906,0.87
2021-12-03,1.2669,-1.84
2021-12-06,1.2781,0.88
2021-12-07,1.3158,2.95
2021-12-08,1.319,0.24
2021-12-09,1.2969,-1.68
2021-12-10,1.3162,1.49
2021-12-13,1.2952,-1.6
2021-12-14,1.2818,-1.03
2021-12-15,1.3121,2.36
2021-12-16,1.2782,-2.58
2021-12-17,1.2741,-0.32
2021-12-20,1.2611,-1.02
2021-12-21,1.2889,2.2
2021-12-22,1.3048,1.23
2021-12-23,1.3145,0.74
2021-12-24,1.3143,-0.02
2021-12-27,1.3355,1.61
2021-12-28,1.3291,-0.48
2021-12-29,1.3294,0.02
2021-12-30,1.3241,-0.4
2021-12-31,1.3164,-0.58
2022-01-04,1.313,-0.26
2022-01-05,1.2714,-3.17
2022-01-06,1.2713,-0.01
2022-01-07,1.2571,-1.12
2022-01-10,1.2587,0.13
2022-01-11,1.2771,1.46
2022-01-12,1.2804,0.26
2022-01-13,1.2467,-2.63
2022-01-14,1.2532,0.52
2022-01-17,1.2534,0.02
2022-01-18,1.2217,-2.53
2022-01-19,1.209,-1.04
2022-01-20,1.191,-1.49
2022-01-21,1.1578,-2.79
2022-01-24,1.1619,0.35
2022-01-25,1.1325,-2.53
2022-01-26,1.1333,0.07
2022-01-27,1.1261,-0.64
2022-01-28,1.163,3.28
2022-02-07,1.1712,0.71
2022-02-08,1.1879,1.43
2022-02-09,1.2112,1.96
2022-02-10,1.1822,-2.39
2022-02-11,1.1464,-3.03
2022-02-14,1.1471,0.06
2022-02-15,1.1742,2.36
2022-02-16,1.1702,-0.34
2022-02-17,1.1354,-2.97
2022-02-18,1.1211,-1.26
2022-02-21,1.122,0.08
2022-02-22,1.1115,-0.94
2022-02-23,1.08,-2.83
2022-02-24,1.1166,3.39
2022-02-25,1.1328,1.45
2022-02-28,1.136,0.28
2022-03-01,1.1179,-1.59
2022-03-02,1.1367,1.68
2022-03-03,1.1214,-1.35
2022-03-04,1.1059,-1.38
2022-03-07,1.064,-3.79
2022-03-08,1.0596,-0.41
2022-03-09,1.0975,3.58
2022-03-10,1.086,-1.05
2022-03-11,1.0628,-2.14
2022-03-14,1.049,-1.3
2022-03-15,1.0853,3.46
2022-03-16,1.1199,3.19
2022-03-17,1.1328,1.15
2022-03-18,1.1596,2.37
2022-03-21,1.1563,-0.28
2022-03-22,1.1782,1.89
2022-03-23,1.1643,-1.18
2022-03-24,1.1887,2.1
2022-03-25,1.1866,-0.18
2022-03-28,1.2072,1.74
2022-03-29,1.227,1.64
2022-03-30,1.2105,-1.34
2022-03-31,1.1897,-1.72
2022-04-01,1.1943,0.39
2022-04-06,1.1662,-2.35
2022-04-07,1.1686,0.21
2022-04-08,1.152,-1.42
2022-04-11,1.1262,-2.24
2022-04-12,1.1219,-0.38
2022-04-13,1.1436,1.93
2022-04-14,1.1181,-2.23
2022-04-15,1.1187,0.05
2022-04-18,1.12,0.12
2022-04-19,1.145,2.23
2022-04-20,1.1346,-0.91
2022-04-21,1.1171,-1.54
2022-04-22,1.0917,-2.27
2022-04-25,1.1188,2.48
2022-04-26,1.0761,-3.82
2022-04-27,1.0761,0.0
2022-04-28,1.1215,4.22
2022-04-29,1.0681,-4.76
2022-05-05,1.0726,0.42
2022-05-06,1.0695,-0.29
2022-05-09,1.0336,-3.36
2022-05-10,1.0468,1.28
2022-05-11,1.0151,-3.03
2022-05-12,1.0215,0.63
2022-05-13,1.0592,3.69
2022-05-16,1.0498,-0.89
2022-05-17,1.0698,1.91
2022-05-18,1.0154,-5.09
2022-05-19,1.0127,-0.27
2022-05-20,0.9961,-1.64
2022-05-23,1.0119,1.59
2022-05-24,0.9893,-2.23
2022-05-25,1.0043,1.52
2022-05-26,1.0421,3.76
2022-05-27,1.076,3.25
2022-05-30,1.0651,-1.01
2022-05-31,1.0619,-0.3
2022-06-01,1.0585,-0.32
2022-06-02,1.0856,2.56
2022-06-06,1.056,-2.73
2022-06-07,1.0684,1.17
2022-06-08,1.0622,-0.58
2022-06-09,1.0345,-2.61
2022-06-10,0.9978,-3.55
2022-06-13,0.9581,-3.98
2022-06-14,0.9598,0.18
2022-06-15,0.9821,2.32
2022-06-16,0.9416,-4.12
2022-06-17,0.9516,1.06
2022-06-20,0.9493,-0.24
2022-06-21,0.9747,2.68
2022-06-22,0.9765,0.18
2022-06-23,0.9891,1.29
2022-06-24,1.0217,3.3
2022-06-27,1.012,-0.95
2022-06-28,0.9809,-3.07
2022-06-29,0.9848,0.4
2022-06-30,0.9707,-1.43
2022-07-01,0.9788,0.83
2022-07-04,0.9777,-0.11
2022-07-05,0.9945,1.72
2022-07-06,1.0019,0.74
2022-07-07,1.0239,2.2
2022-07-08,1.0246,0.07
2022-07-11,1.0027,-2.14
2022-07-12,0.9968,-0.59
2022-07-13,0.9931,-0.37
2022-07-14,0.9991,0.6
2022-07-15,1.0214,2.23
2022-07-18,1.0089,-1.22
2022-07-19,1.0407,3.15
2022-07-20,1.0583,1.69
2022-07-21,1.0753,1.61
2022-07-22,1.057,-1.7
2022-07-25,1.0489,-0.77
2022-07-26,1.0287,-1.93
2022-07-27,1.0728,4.29
2022-07-28,1.0802,0.69
2022-07-29,1.0975,1.6
2022-08-01,1.1006,0.28
2022-08-02,1.0986,-0.18
2022-08-03,1.1273,2.61
2022-08-04,1.1325,0.46
2022-08-05,1.1227,-0.87
2022-08-08,1.1202,-0.22
2022-08-09,1.107,-1.18
2022-08-10,1.1388,2.87
2022-08-11,1.1284,-0.91
2022-08-12,1.1511,2.01
2022-08-15,1.1652,1.22
2022-08-16,1.1662,0.09
2022-08-17,1.1503,-1.36
2022-08-18,1.1561,0.5
2022-08-19,1.1366,-1.69
2022-08-22,1.1102,-2.32
2022-08-23,1.1132,0.27
2022-08-24,1.1169,0.33
2022-08-25,1.1345,1.58
2022-08-26,1.0895,-3.97
2022-08-29,1.0882,-0.12
2022-08-30,1.0748,-1.23
2022-08-31,1.0657,-0.85
2022-09-01,1.0675,0.17
2022-09-02,1.0519,-1.46
2022-09-05,1.058,0.58
2022-09-06,1.0505,-0.71
2022-09-07,1.0758,2.41
2022-09-08,1.0806,0.45
2022-09-09,1.0973,1.55
2022-09-13,1.0494,-4.37
2022-09-14,1.0645,1.44
2022-09-15,1.0474,-1.61
2022-09-16,1.0486,0.11
2022-09-19,1.0565,0.75
2022-09-20,1.0461,-0.98
2022-09-21,1.0337,-1.19
2022-09-22,1.0273,-0.62
2022-09-23,1.0124,-1.45
2022-09-26,1.0137,0.13
2022-09-27,1.0151,0.14
2022-09-28,1.0477,3.21
2022-09-29,1.013,-3.31
2022-09-30,0.9802,-3.24
2022-10-10,0.9819,0.17
2022-10-11,0.9762,-0.58
2022-10-12,0.9737,-0.26
2022-10-13,0.9988,2.58
2022-10-14,0.9667,-3.21
2022-10-17,1.003,3.76
2022-10-18,1.0091,0.61
2022-10-19,1.0089,-0.02
2022-10-20,1.0058,-0.31
2022-10-21,1.0319,2.59
2022-10-24,1.0444,1.21
2022-10-25,1.0734,2.78
2022-10-26,1.0363,-3.46
2022-10-27,1.019,-1.67
2022-10-28,1.0534,3.38
2022-10-31,1.047,-0.61
2022-11-01,1.0336,-1.28
2022-11-02,0.999,-3.35
2022-11-03,0.9843,-1.47
2022-11-04,0.9933,0.91
2022-11-07,1.0017,0.85
2022-11-08,1.0105,0.88
2022-11-09,0.9853,-2.49
2022-11-10,1.0596,7.54
2022-11-11,1.0574,-0.21
2022-11-14,1.0368,-1.95
2022-11-15,1.0511,1.38
2022-11-16,1.042,-0.87
2022-11-17,1.0476,0.54
2022-11-18,1.0476,0.0
2022-11-21,1.0424,-0.5
2022-11-22,1.0568,1.38
2022-11-23,1.0659,0.86
2022-11-24,1.0658,-0.01
2022-11-25,1.0597,-0.57
2022-11-28,1.0505,-0.87
2022-11-29,1.0378,-1.21
2022-11-30,1.0818,4.24
2022-12-01,1.0731,-0.8
2022-12-02,1.0638,-0.87
2022-12-05,1.0335,-2.85
2022-12-06,1.0172,-1.58
2022-12-07,1.0106,-0.65
2022-12-08,1.0215,1.08
2022-12-09,1.0119,-0.94
2022-12-12,1.028,1.59
2022-12-13,1.0398,1.15
2022-12-14,1.0275,-1.18
2022-12-15,0.9949,-3.17
2022-12-16,0.9875,-0.74
2022-12-19,0.9745,-1.32
2022-12-20,0.9726,-0.19
2022-12-21,0.9857,1.35
2022-12-22,0.963,-2.3
2022-12-23,0.9662,0.33
2022-12-26,0.963,-0.33
2022-12-27,0.9492,-1.43
2022-12-28,0.9371,-1.27
2022-12-29,0.9607,2.52
2022-12-30,0.9576,-0.32
2022-12-31,0.9576,0.0
2023-01-03,0.9426,-1.57
2023-01-04,0.9469,0.46
2023-01-05,0.9296,-1.83
2023-01-06,0.9539,2.61
2023-01-09,0.948,-0.62
2023-01-10,0.9569,0.94
2023-01-11,0.9721,1.59
2023-01-12,0.9747,0.27
2023-01-13,0.9754,0.07
2023-01-16,0.9749,-0.05
2023-01-17,0.9845,0.98
2023-01-18,0.9727,-1.2
2023-01-19,0.9636,-0.94
2023-01-20,0.9906,2.8
2023-01-30,1.0121,2.17
2023-01-31,1.0282,1.59
2023-02-01,1.0493,2.05
2023-02-02,1.0829,3.2
2023-02-03,1.0669,-1.48
2023-02-06,1.0635,-0.32
2023-02-07,1.0869,2.2
2023-02-08,1.0659,-1.93
2023-02-09,1.057,-0.83
2023-02-10,1.0527,-0.41
2023-02-13,1.0736,1.99
2023-02-14,1.0804,0.63
2023-02-15,1.0934,1.2
2023-02-16,1.0737,-1.8
2023-02-17,1.0699,-0.35
2023-02-20,1.0667,-0.3
2023-02-21,1.0435,-2.17
2023-02-22,1.047,0.34
2023-02-23,1.0564,0.9
2023-02-24,1.0451,-1.07
2023-02-27,1.0571,1.15
2023-02-28,1.0526,-0.43
2023-03-01,1.0353,-1.64
2023-03-02,1.0476,1.19
2023-03-03,1.0676,1.91
2023-03-06,1.0712,0.34
2023-03-07,1.0592,-1.12
2023-03-08,1.0716,1.17
2023-03-09,1.0527,-1.76
2023-03-10,1.0371,-1.48
2023-03-13,1.0356,-0.14
2023-03-14,1.0549,1.86
2023-03-15,1.0629,0.76
2023-03-16,1.093,2.83
2023-03-17,1.0821,-1.0
2023-03-20,1.0894,0.67
2023-03-21,1.1022,1.17
2023-03-22,1.0897,-1.13
2023-03-23,1.0939,0.39
2023-03-24,1.1007,0.62
2023-03-27,1.0981,-0.24
2023-03-28,1.0927,-0.49
2023-03-29,1.1133,1.89
2023-03-30,1.1217,0.75
2023-03-31,1.1392,1.56
2023-04-03,1.1396,0.04
2023-04-04,1.1342,-0.47
2023-04-06,1.1306,-0.32
2023-04-07,1.1302,-0.04
2023-04-10,1.1287,-0.13
2023-04-11,1.1233,-0.48
2023-04-12,1.1129,-0.93
2023-04-13,1.1338,1.88
2023-04-14,1.1262,-0.67
2023-04-17,1.1309,0.42
2023-04-18,1.1327,0.16
2023-04-19,1.1355,0.25
2023-04-20,1.1247,-0.95
2023-04-21,1.127,0.2
2023-04-24,1.1252,-0.16
2023-04-25,1.1073,-1.59
2023-04-26,1.1147,0.67
2023-04-27,1.1462,2.83
2023-04-28,1.1534,0.63
2023-05-04,1.1288,-2.13
2023-05-05,1.1527,2.12
2023-05-08,1.1557,0.26
2023-05-09,1.1499,-0.5
2023-05-10,1.163,1.14
2023-05-11,1.1685,0.47
2023-05-12,1.166,-0.21
2023-05-15,1.1726,0.57
2023-05-16,1.1759,0.28
2023-05-17,1.1973,1.82
2023-05-18,1.2236,2.2
2023-05-19,1.2197,-0.32
2023-05-22,1.2247,0.41
2023-05-23,1.2129,-0.96
2023-05-24,1.2071,-0.48
2023-05-25,1.2397,2.7
2023-05-26,1.2674,2.23
2023-05-29,1.2727,0.42
2023-05-30,1.2806,0.62
2023-05-31,1.2748,-0.45
2023-06-01,1.2941,1.51
2023-06-02,1.2946,0.04
2023-06-05,1.3036,0.7
2023-06-06,1.3039,0.02
2023-06-07,1.282,-1.68
2023-06-08,1.299,1.33
2023-06-09,1.3014,0.18
2023-06-12,1.328,2.04
2023-06-13,1.3399,0.9
2023-06-14,1.3514,0.86
2023-06-15,1.3661,1.09
2023-06-16,1.3513,-1.08
2023-06-19,1.3574,0.45
2023-06-20,1.3592,0.13
2023-06-21,1.345,-1.04
2023-06-26,1.3364,-0.64
2023-06-27,1.3549,1.38
2023-06-28,1.3616,0.49
2023-06-29,1.3599,-0.12
2023-06-30,1.3857,1.9
2023-07-03,1.387,0.09
2023-07-04,1.3788,-0.59
2023-07-05,1.3846,0.42
2023-07-06,1.3752,-0.68
2023-07-07,1.3695,-0.41
2023-07-10,1.3682,-0.09
2023-07-11,1.3693,0.08
2023-07-12,1.3835,1.04
2023-07-13,1.4015,1.3
2023-07-14,1.3964,-0.36
2023-07-17,1.4167,1.45
2023-07-18,1.4285,0.83
2023-07-19,1.4359,0.52
2023-07-20,1.3972,-2.7
2023-07-21,1.3914,-0.42
2023-07-24,1.3984,0.5
2023-07-25,1.3967,-0.12
2023-07-26,1.3923,-0.32
2023-07-27,1.387,-0.38
2023-07-28,1.4176,2.21
2023-07-31,1.4152,-0.17
2023-08-01,1.4152,0.0
2023-08-02,1.3874,-1.96
2023-08-03,1.3869,-0.04
2023-08-04,1.3783,-0.62
2023-08-07,1.3922,1.01
2023-08-08,1.3841,-0.58
2023-08-09,1.366,-1.31
2023-08-10,1.3707,0.34
2023-08-11,1.3665,-0.31
2023-08-14,1.386,1.43
2023-08-15,1.3766,-0.68
2023-08-16,1.3628,-1.0
2023-08-17,1.3514,-0.84
2023-08-18,1.3457,-0.42
2023-08-21,1.372,1.95
2023-08-22,1.3656,-0.47
2023-08-23,1.3878,1.63
2023-08-24,1.3558,-2.31
2023-08-25,1.3685,0.94
2023-08-28,1.3798,0.83
2023-08-29,1.4086,2.09
2023-08-30,1.4169,0.59
2023-08-31,1.4201,0.23
2023-09-01,1.4136,-0.46
2023-09-04,1.4154,0.13
2023-09-05,1.4226,0.51
2023-09-06,1.412,-0.75
2023-09-07,1.4049,-0.5
2023-09-08,1.4104,0.39
2023-09-11,1.4166,0.44
2023-09-12,1.4015,-1.07
2023-09-13,1.4045,0.21
2023-09-14,1.4147,0.73
2023-09-15,1.388,-1.89
2023-09-18,1.3946,0.48
2023-09-19,1.3923,-0.16
2023-09-20,1.3728,-1.4
2023-09-21,1.3483,-1.78
2023-09-22,1.3483,0.0
2023-09-25,1.3564,0.6
2023-09-26,1.3361,-1.5
2023-09-27,1.3385,0.18
2023-09-28,1.3489,0.78
2023-10-09,1.379,2.23
2023-10-10,1.3866,0.55
2023-10-11,1.3973,0.77
2023-10-12,1.3922,-0.36
2023-10-13,1.3762,-1.15
2023-10-16,1.3932,1.24
2023-10-17,1.3891,-0.29
2023-10-18,1.3689,-1.45
2023-10-19,1.3582,-0.78
2023-10-20,1.338,-1.49
2023-10-23,1.342,0.3
2023-10-24,1.3528,0.8
2023-10-25,1.3211,-2.34
2023-10-26,1.2966,-1.85
2023-10-27,1.3029,0.49
2023-10-30,1.3173,1.11
2023-10-31,1.3241,0.52
2023-11-01,1.3477,1.78
2023-11-02,1.3711,1.74
2023-11-03,1.3868,1.15
2023-11-06,1.3855,-0.09
2023-11-07,1.3989,0.97
2023-11-08,1.3994,0.04
2023-11-09,1.3894,-0.71
2023-11-10,1.4221,2.35
2023-11-13,1.4182,-0.27
2023-11-14,1.4484,2.13
2023-11-15,1.4384,-0.69
2023-11-16,1.4431,0.33
2023-11-17,1.4415,-0.11
2023-11-20,1.445,0.24
2023-11-21,1.4275,-1.21
2023-11-22,1.436,0.6
2023-11-23,1.4343,-0.12
2023-11-24,1.4359,0.11
2023-11-27,1.4338,-0.15
2023-11-28,1.4383,0.31
2023-11-29,1.4305,-0.54
2023-11-30,1.4285,-0.14
2023-12-01,1.4358,0.51
2023-12-04,1.4201,-1.09
2023-12-05,1.4253,0.37
2023-12-06,1.4192,-0.43
2023-12-07,1.44,1.47
2023-12-08,1.4464,0.44
2023-12-11,1.4633,1.17
2023-12-12,1.4739,0.72
2023-12-13,1.4943,1.38
2023-12-14,1.4825,-0.79
2023-12-15,1.4836,0.07
2023-12-18,1.4982,0.98
2023-12-19,1.5089,0.71
2023-12-20,1.4834,-1.69
2023-12-21,1.5037,1.37
2023-12-22,1.5051,0.09
2023-12-25,1.5035,-0.11
2023-12-26,1.5146,0.74
2023-12-27,1.5166,0.13
2023-12-28,1.5076,-0.59
2023-12-29,1.499,-0.57
2023-12-31,1.499,0.0
2024-01-02,1.4815,-1.17
2024-01-03,1.4689,-0.85
2024-01-04,1.4622,-0.46
2024-01-05,1.4667,0.31
2024-01-08,1.4967,2.05
2024-01-09,1.4991,0.16
2024-01-10,1.5124,0.89
2024-01-11,1.5128,0.03
2024-01-12,1.5141,0.09
2024-01-15,1.5163,0.15
2024-01-16,1.5178,0.1
2024-01-17,1.512,-0.38
2024-01-18,1.5342,1.47
2024-01-19,1.5634,1.9
2024-01-22,1.5653,0.12
2024-01-23,1.5665,0.08
2024-01-24,1.5746,0.52
2024-01-25,1.575,0.03
2024-01-26,1.5701,-0.31
2024-01-29,1.5855,0.98
2024-01-30,1.5743,-0.71
2024-01-31,1.5444,-1.9
2024-02-01,1.5637,1.25
2024-02-02,1.5898,1.67
2024-02-05,1.5909,0.07
2024-02-06,1.5861,-0.3
2024-02-07,1.6024,1.03
2024-02-08,1.606,0.22
2024-02-19,1.5978,-0.51
2024-02-20,1.5853,-0.78
2024-02-21,1.5767,-0.54
2024-02-22,1.6249,3.06
2024-02-23,1.6206,-0.26
2024-02-26,1.6202,-0.02
2024-02-27,1.6236,0.21
2024-02-28,1.6151,-0.52
2024-02-29,1.6296,0.9
2024-03-01,1.654,1.5
2024-03-04,1.6472,-0.41
2024-03-05,1.6175,-1.8
2024-03-06,1.6283,0.67
2024-03-07,1.6536,1.55
2024-03-08,1.6261,-1.66
2024-03-11,1.6184,-0.47
2024-03-12,1.6408,1.38
2024-03-13,1.6313,-0.58
2024-03-14,1.6265,-0.29
2024-03-15,1.6086,-1.1
2024-03-18,1.6249,1.01
2024-03-19,1.6293,0.27
2024-03-20,1.6483,1.17
2024-03-21,1.6556,0.44
2024-03-22,1.6636,0.48
2024-03-25,1.6532,-0.63
2024-03-26,1.65,-0.19
2024-03-27,1.6585,0.52
2024-03-28,1.6556,-0.17
2024-03-29,1.6551,-0.03
2024-04-01,1.6598,0.28
2024-04-02,1.6455,-0.86
2024-04-03,1.6492,0.22
2024-04-08,1.6431,-0.37
2024-04-09,1.6494,0.38
2024-04-10,1.6348,-0.89
2024-04-11,1.6625,1.69
2024-04-12,1.635,-1.65
2024-04-15,1.6082,-1.64
2024-04-16,1.609,0.05
2024-04-17,1.5886,-1.27
2024-04-18,1.5798,-0.55
2024-04-19,1.5476,-2.04
2024-04-22,1.5638,1.05
2024-04-23,1.5881,1.55
2024-04-24,1.593,0.31
2024-04-25,1.5846,-0.53
2024-04-26,1.6104,1.63
2024-04-29,1.6163,0.37
2024-04-30,1.5842,-1.99
2024-05-06,1.6372,3.35
