基金代码,基金简称,基金类型,发行日期,成立日期/规模,净资产规模,份额规模,管理费率,托管费率,销售服务费率,最高认购费率,最高申购费率,最高赎回费率,基金管理人,基金经理人,跟踪标的
159941（主代码）,纳指ETF广发,指数型-海外股票,2015年05月20日,2015年06月10日 / 2.631亿份,276.25亿元（截止至：2026年03月31日）,224.0971亿份（截止至：2026年03月31日）,0.80%（每年）,0.20%（每年）,---（每年）,0.80%,---,---,广发基金,刘杰,纳斯达克100指数
