基金代码,基金简称,基金类型,发行日期,成立日期/规模,净资产规模,份额规模,管理费率,托管费率,销售服务费率,最高认购费率,最高申购费率,最高赎回费率,基金管理人,基金经理人,跟踪标的
159509（主代码）,纳指科技ETF景顺,指数型-海外股票,2023年07月10日,2023年07月19日 / 4.536亿份,111.72亿元（截止至：2026年03月31日）,65.8556亿份（截止至：2026年03月31日）,0.80%（每年）,0.20%（每年）,---（每年）,0.80%,---,---,景顺长城基金,汪洋、张晓南,纳斯达克科技市值加权指数
