基金代码,基金简称,基金类型,发行日期,成立日期/规模,净资产规模,份额规模,管理费率,托管费率,销售服务费率,最高认购费率,最高申购费率,最高赎回费率,基金管理人,基金经理人,跟踪标的
513870（主代码）,纳指ETF富国,指数型-海外股票,2023年10月16日,2023年10月25日 / 2.377亿份,19.26亿元（截止至：2026年03月31日）,12.3267亿份（截止至：2026年03月31日）,0.50%（每年）,0.10%（每年）,---（每年）,0.80%,---,---,富国基金,葛俊阳,纳斯达克100指数
